Element,SRR3585384.1,SRR3585385,SRR3585387.1,SRR3585388.1,SRR3585389,SRR3585390.1,SRR3585391,SRR3585392,SRR3585393.1,SRR3585394,SRR3585395,SRR3585396,SRR3585397.1,SRR3585398.1,SRR3585399,SRR3585400,SRR3585401.1,SRR3585402,SRR3585403,SRR3585404,SRR3585405,SRR3585406,SRR3585407,SRR3585408,SRR3585409.1,SRR3585410,SRR3585411,SRR3585412,SRR3585413.1,SRR3585414.1,SRR3585415,SRR3585416.1,SRR3585417,SRR3585420,SRR3585421.1,SRR3585422.1,SRR3585423,SRR3585424,SRR3585425,SRR3585426.1,SRR3585427,SRR3585428,SRR3585429,SRR3585430,SRR3585431,SRR3585432,SRR3585433,SRR3585434,SRR3585435,SRR3585436,SRR3585437,SRR3585438.1,SRR3585439.1,SRR3585440,SRR3585441,SRR3585442,SRR3585443,SRR3585444,SRR3585445,SRR3585446,SRR3585447,SRR3585448.1,SRR3585449,SRR3585450,SRR3585452,SRR3585453.1,SRR3585454,SRR3585455,SRR3585456,SRR3585457.1,SRR3585458,SRR3585459.1,SRR3585460,SRR3585463,SRR3585464,SRR3585465,SRR3585466.1,SRR3585467,SRR3585468,SRR3585469,SRR3585470,SRR3585471,SRR3585472,SRR3585473,SRR3585474,SRR3585475,SRR3585476,SRR3585477,SRR3585478,SRR3585480,SRR3585481,SRR3585482,SRR3585484,SRR3585485,SRR3585486,SRR3585487.1,SRR3585488,SRR3585489,SRR3585490.1,SRR3585491,SRR3585492,SRR3585493,SRR3585494,SRR3585496.1,SRR3585497,SRR3585498.1,SRR3585499,SRR3585500.1,SRR3585501,SRR3585502,SRR3585519,SRR3585530,SRR3585587,SRR3585588,SRR3585651,SRR3585652.1,SRR3585653,SRR3585654,SRR3585687,SRR3585729,SRR3585731,SRR3585732,SRR3585733,SRR3585734,SRR3585735,SRR3585737.1,SRR3585738,SRR3585739,SRR3585740.1,SRR3585741.1,SRR3585742,SRR3585743,SRR3585745.1,SRR3585746.1,SRR3585747,SRR3585748,SRR3585749,SRR3585750,SRR3585751,SRR3585752,SRR3585753,SRR3585754,SRR3585755.1,SRR3585756,SRR3585757,SRR3585758.1,SRR3585759.1,SRR3585760,SRR3585761,SRR3585763,SRR3585765,SRR3585766.1,SRR3585767,SRR3585768,SRR3585769,SRR3585770,SRR3585771,SRR3585772.1,SRR3585773.1,SRR3585774,SRR3585775,SRR3585776,SRR3585777.1,SRR3585778,SRR3585779,SRR3585780.1,SRR3585781,SRR3585782,SRR3585784.1,Average,Variance,Element,Name,ERR668305,ERR668306,ERR668307,ERR668308,ERR668309,ERR668310,ERR668311,ERR668312,ERR668313,ERR668314,ERR668315,ERR668316,ERR668317,ERR668318,ERR668319,ERR668320,ERR668321,ERR668322,ERR668323,ERR668324,ERR668325,ERR668326,Average,Var,Ttest,Ftest,
DR_FLYBASE_FBte0001178_Dmel\diver2.,42.44476097,27.83975842,41.01497251,39.7900479,33.12186501,40.37367089,37.07491723,35.04072042,36.53856661,32.62680431,46.40908251,30.56067715,30.17790533,36.71506449,36.91474232,31.89147744,35.56438184,36.22568833,33.10796384,37.31268464,31.92631728,35.33347529,29.98589064,33.09499395,38.38288531,38.03900341,35.3165081,32.69185575,29.68519092,36.48334957,39.80221466,32.6487564,40.82449449,36.11371506,33.9883247,29.55061818,34.0003092,31.76861457,33.45683695,33.67990966,40.35961965,30.27987961,30.34560082,33.68695125,32.78632826,38.70453464,38.09835298,35.8869078,29.46005858,31.00351226,37.04264402,33.55748881,41.59712594,67.18623205,31.21635081,34.76645277,40.62599033,33.89987874,39.23798263,39.52195779,35.20555808,34.06882028,41.14145937,43.92368339,35.53988242,37.55544062,39.76999861,34.73755661,38.4655733,42.77160749,37.65672903,38.41793652,32.30693058,36.55208364,34.73547341,36.26981356,27.51373877,34.36268921,33.63349941,35.08007711,37.27004744,30.15367104,37.85108683,30.72686248,39.83513724,35.54657514,34.7262869,34.39578098,33.75904336,38.16442786,31.15270137,29.83061448,34.94730345,32.10345797,38.27319734,31.68248025,34.26602088,24.52786113,36.60234166,39.64176176,34.49339831,40.56906537,45.30978473,43.93219802,36.73775741,35.21143269,38.78342362,35.98036961,37.13761612,38.17773586,34.73296155,34.43899517,36.49898969,25.06491635,35.70974458,35.71535947,24.57077646,37.21973983,33.22539705,35.91035937,40.65362012,31.6394665,39.47217226,33.13509376,36.54441137,45.65667072,33.50274504,36.03062289,28.00516013,37.46139335,37.25359941,30.58796478,31.91149981,36.43303911,31.8451655,31.95300164,35.81605374,44.52216427,33.64549959,33.88821735,30.25495999,37.17066855,36.11787649,41.42379147,37.5209136,39.86028404,33.70179769,38.72011574,38.23245619,30.72876685,38.09112312,36.96864475,33.10907047,35.66409233,37.89698032,33.58052635,29.35666468,32.06666723,39.14875331,34.64895987,36.06821175,32.24089967,37.51066102,30.34243343,37.5531741,33.28941426,34.28043935,34.30818792,32.12647682,35.58170811,21.61539293,DR_FLYBASE_FBte0001178_Dmel,diver2.,50.95554881,46.44203832,38.20099438,49.72649242,45.38475134,37.35231586,42.32845208,38.13737786,44.10508056,39.77249996,50.11707481,39.87163084,40.08926297,37.20763054,49.39886735,50.71792515,40.31682857,53.34837695,54.58520657,43.12777527,38.25847988,39.65812468,44.05012433,32.26753574,3.50437E-13,0.171177969,
DR_FLYBASE_FBte0000603_Dmel\Rt1b.,18.53369869,13.17457004,17.70904146,19.76943571,15.93630045,18.16365259,20.6508326,18.53266862,17.48836405,15.77465961,23.96388301,13.6125486,13.64513463,20.67793601,19.46750925,13.2452464,16.26550417,16.88476001,17.316622,17.79436311,16.34725505,15.85265093,13.55773709,16.41203395,18.98069376,19.84385773,19.41964039,13.77219334,16.00596179,18.27809979,20.63196633,16.3595466,19.72945304,18.3985535,14.23152286,11.77562982,17.11620081,15.08341381,14.04148091,18.21681439,21.74870797,13.60707174,14.93530167,18.20506792,16.85476826,16.6077469,18.64882263,16.00757019,13.68495958,15.91003306,19.97430125,16.30312753,22.24996581,23.89144762,14.71788988,16.98243834,21.2670193,15.10039693,17.08830919,20.48798996,18.46980728,15.24897984,17.6695719,20.26220095,16.9120024,17.41867702,17.16254085,18.30209051,21.670682,24.45871395,16.87642058,19.48905784,17.74274735,16.73790702,19.5062421,17.46823353,14.02131631,19.23951593,15.35394645,16.9591277,19.0635497,15.57618644,21.12284405,15.09852743,19.20015296,17.20909931,15.52614726,16.86650774,18.65971309,18.38356938,17.26960286,16.2325044,17.798809,16.50620358,18.33608333,14.86514455,20.26844618,12.09503293,16.73139838,17.5991514,16.17602649,19.67451204,21.81858177,19.69764534,18.61709214,15.63814557,24.33056575,23.1484761,14.66761854,19.0832784,17.56544936,18.96861525,18.12879211,14.07978533,17.55933161,19.16845294,14.445434,15.68964215,17.90981105,16.10293124,21.85397235,14.05824956,20.14945337,15.62555345,16.85004938,21.39559145,15.21627398,16.98453039,13.3856851,16.04174582,18.93243425,14.72073676,15.38726518,15.53434745,17.05857056,14.91058475,18.02820605,20.06643126,16.87698117,18.16222713,13.62157785,20.42241773,15.44194648,19.62958829,17.47488139,19.96044855,15.56617538,18.10035246,18.88926175,14.08170021,19.98563599,19.00890229,17.50762068,18.98214514,16.19697201,15.84536189,10.65951747,17.75273989,19.03933734,14.48494699,18.73008558,17.85833186,21.32918558,15.92197962,20.13244464,14.66508942,15.25636956,17.76207611,16.0701747,17.43431462,6.409683033,DR_FLYBASE_FBte0000603_Dmel,Rt1b.,18.5968654,23.37471637,24.14303336,27.51325209,22.42019556,23.66130171,23.07942273,23.38306605,22.57236402,21.5134227,24.65733313,23.80368179,26.97792833,24.27518073,25.76009612,25.71648344,26.90187317,30.41917536,32.15352222,24.03345227,26.23387317,22.40142585,24.70871207,8.670001702,2.49331E-26,0.298137347,
DR_FLYBASE_FBte0000088_Dmel\jockey.,6.730026717,10.95814988,7.139470404,11.23194681,7.784355212,7.250606943,8.591756112,6.473365796,7.239909551,5.713817017,11.86980303,10.07795157,9.803707444,7.201459188,10.8808223,6.542401402,6.972469879,8.204818286,8.246293279,8.293342466,10.75122015,7.791240957,9.284912722,10.95978727,5.432144163,9.794872529,9.896001717,11.31889653,10.5682277,6.735950231,8.818253288,12.26493498,9.806631369,8.907468956,9.611720528,11.45502768,7.544264288,5.14512091,5.778788723,9.327508263,8.114839835,7.441449742,7.774081739,8.365287339,7.402182077,8.029047212,9.66827128,9.143690949,8.351455496,5.628144399,7.784706309,7.114023314,8.740993131,8.510331971,8.603173242,9.096420327,10.02643885,7.945942948,7.467427343,8.713835468,12.41351514,6.360198649,11.67329052,8.055403776,11.22269468,9.311557404,7.187969719,7.763956004,8.663756175,7.136457805,8.149810347,12.51262771,7.151934502,6.61138684,6.103393284,8.558984615,8.06979489,6.291585734,7.725467339,6.033759435,6.735266038,7.727612796,5.978664847,9.150365578,7.298125891,8.490456225,9.196789329,7.436123232,11.6094855,12.58624383,6.426039182,6.310033288,9.286107169,9.814814431,9.411228134,9.238795169,8.302414719,8.841983622,6.539675917,11.70492203,10.85167369,8.772841376,7.748596931,9.590593883,11.05223636,8.050788837,8.32671672,9.054120253,7.240646566,11.02466248,8.781981256,9.755742856,10.89246856,4.653167233,7.981677321,7.808470359,11.31343791,8.604599049,7.418358698,7.287557784,11.13965121,6.998290872,6.715917043,9.279845614,9.804022743,12.30935511,8.47097073,6.230490925,8.250731673,7.714756826,8.788975064,11.04511333,7.119745851,9.706704241,9.134038179,9.886540625,8.4020474,7.608184406,7.109157788,8.421218554,12.18950428,11.04486172,6.572659118,6.509400417,11.76508534,9.611020529,8.694507418,10.01271729,7.890292035,9.895687112,9.434016196,10.557266,10.51295051,9.348730071,9.484622974,11.37422881,9.165599895,8.051795338,10.54745351,9.250980474,8.59560655,11.86738141,7.192808557,10.98039996,6.697478127,11.61223654,9.396191124,6.872288951,7.899856423,8.726494696,3.099262156,DR_FLYBASE_FBte0000088_Dmel,jockey.,11.44981701,13.63964019,13.83530126,13.54986229,15.92341398,11.3974899,7.739731,8.433650889,11.78386054,8.333336565,13.27898956,8.509750914,12.37033704,12.41003379,9.92468518,13.25382592,10.01468067,11.47371968,11.65165615,11.61935301,11.99246306,12.88059466,11.61209969,4.325213043,2.7843E-11,0.252839273,
DR_FLYBASE_FBte0000587_Dmel\Osvaldo.,6.270112092,3.273534987,5.745583074,7.015630403,4.054790726,7.62162987,6.587602504,6.086722288,5.194264811,5.279713896,7.186994796,4.816641101,3.601392101,7.011614949,5.730349326,4.01914519,5.688275794,4.625187634,6.563319353,6.002047675,5.05737621,4.460544167,4.904242574,4.823361257,5.85104486,6.397524802,6.408992195,4.081580452,4.579041453,5.1516636,6.127086021,4.810638674,5.881850957,5.503114022,4.499394998,3.592515786,5.54991488,5.019938979,4.556088215,6.794596787,6.316862625,3.865467121,4.032560057,4.958622646,5.680196736,5.907043708,6.035247973,5.37186214,4.183349832,5.414018404,6.61550918,5.582455974,6.524940703,7.156238299,3.714454055,5.715154772,7.231908359,4.100879679,5.005348762,5.806916921,6.090603645,3.976831934,6.23897886,6.400599435,4.306308847,6.416575997,5.890117496,5.199984849,5.732769686,6.325323896,4.829639457,5.85818088,5.446855673,4.516520045,6.706076117,6.354001951,4.338820364,5.206297912,3.787780031,5.954037752,5.224288061,4.564579458,6.906168003,4.571708817,5.836131633,5.39347485,4.444051039,6.345626658,6.193565885,6.547730345,5.343973699,5.105746103,5.237557218,5.018093682,6.042747094,4.528820035,5.871500037,4.074516429,5.250602987,7.45964678,5.31627849,5.287403087,6.158945491,6.8488602,5.374487219,5.982157786,5.564541586,7.117837467,4.486997594,6.781084234,6.390953034,5.51518654,5.406033576,3.927229108,6.049801299,6.344852139,4.303680351,4.719209736,5.406705043,4.500686571,6.658686128,4.696663956,6.938210441,4.816382596,4.723085456,7.040449184,4.260776492,4.915663275,4.255037723,5.75727479,5.649982351,4.047222236,5.137360511,4.339974642,5.911726948,5.523264904,5.914323961,5.908226104,5.827973079,5.121874503,3.900864186,5.870472206,4.418281359,6.018794177,5.403595386,6.630872464,5.454181997,5.69884723,5.513336468,4.898248117,5.425328547,6.70054043,4.959192183,5.449478976,5.414453984,4.939719746,3.761745656,5.632902444,6.132559544,4.66925242,5.097780537,5.790251751,5.831504332,5.164563014,5.734103114,4.939305522,4.239616009,6.153924349,5.537244764,5.44076323,0.846557363,DR_FLYBASE_FBte0000587_Dmel,Osvaldo.,6.094541125,6.507952011,6.616521006,7.963185336,6.543151635,5.518253794,6.616356801,5.868599459,6.994153774,6.668216246,7.453495811,5.854538433,6.243128342,6.225326595,7.485507966,7.11431344,6.266947633,9.102955235,10.17094491,6.046755394,8.995941477,6.830819385,6.962800264,1.37729566,3.139E-11,0.096657289,
DR_FLYBASE_FBte0000021_Dmel\gypsy.,7.77569956,4.154233171,5.676679818,4.931939194,5.58599582,8.640635466,5.781483545,3.790101321,5.396357372,4.153626288,7.155333365,6.460943589,4.240809167,4.527601062,4.853518221,3.06704153,5.36027745,3.874663641,3.372211703,4.050948232,4.25605805,4.371726885,3.951870367,4.69769289,6.096011122,6.077909844,5.033632778,3.728828339,3.833326926,5.324675756,5.042360393,6.423718971,4.468671614,4.050616627,3.761641281,4.100664925,4.284316531,4.508827847,4.72315833,4.749528404,6.500355136,3.338324893,4.745197482,5.808515138,5.447900971,5.034652647,5.234309524,6.614962961,4.344412043,6.951729951,6.150058642,5.825246406,4.949298556,5.409784131,3.343287997,5.747524808,3.742654381,7.32309716,4.470926002,5.182929506,6.693307531,3.890340937,6.154723493,5.23130509,4.107213459,5.596904494,5.886792552,5.27402781,3.78812451,4.485735797,4.935377707,5.346348434,4.096786931,7.130507221,6.139424034,4.677287951,3.746965453,4.169088056,5.769611279,5.019308418,4.526849044,3.3819053,5.694165768,5.340002276,5.864387959,6.618817309,4.57328048,5.712219023,4.04139803,5.810364529,3.389070977,4.512274907,4.916076423,5.936578795,5.493157413,3.647038093,6.361322809,5.183849283,6.051989191,5.520765686,3.650875024,4.962361386,5.196425722,5.086329408,6.808087113,4.510748013,5.701251498,4.727416849,3.937247273,4.296416214,4.656055979,5.441781075,5.026288973,4.169036416,4.023432202,6.462022471,3.762648669,3.95608723,5.3839799,5.07155105,5.243461639,3.028319194,5.082404808,3.90835925,3.275355047,4.367869034,3.582903646,4.054810813,4.264261903,5.118939336,5.566485936,2.859289928,4.040721886,4.549024163,3.346022365,4.616348187,5.660794927,5.417745674,4.231043739,4.688538963,4.501931798,4.737470842,5.142472457,5.916454584,4.319296448,6.394325591,4.41342936,5.230034285,5.164349501,4.56253529,5.228505709,6.554483402,5.833097831,5.470315455,4.540850661,5.867777281,4.679789042,5.648959694,5.245719665,4.204854297,5.324607217,8.114407718,4.591357543,4.788186012,5.286742991,4.539852048,3.363820046,4.117767995,5.226009151,4.970161817,1.06247679,DR_FLYBASE_FBte0000021_Dmel,gypsy.,7.262886271,6.787242317,4.032321749,6.498114894,5.696430925,4.215891664,5.553451485,4.301780377,6.670020533,6.11746586,8.773653137,4.570411871,6.518567133,3.842761271,7.174996652,8.523481722,4.557767079,7.071852623,6.946782522,5.37730183,4.690231863,5.119628862,5.922865575,2.020787345,0.000139983,0.027193953,
DR_FLYBASE_FBte0000536_Dsim\ninja.,4.277889848,2.664050069,3.349440486,2.967819599,2.489476976,3.314069738,3.458104015,2.225032986,2.353358351,2.113251043,4.421283077,2.848798515,2.365470931,2.812976633,3.361745767,1.679493545,4.690071581,2.494517803,2.391515706,2.818631191,2.089697195,1.855010686,2.463827757,1.821766128,2.601746452,4.388606566,3.135186509,1.588868783,1.889727385,2.12655282,3.71192217,2.563678621,5.029939506,2.729118601,3.095628116,1.824558084,4.660326728,2.219827298,2.418979115,3.599014003,2.842017247,2.477152303,2.2214259,3.468831042,2.288142242,3.431497998,2.107224643,3.573069835,1.661757889,2.885379977,3.082250454,2.977774327,2.897075721,2.96961879,2.636032926,2.283690072,3.090766394,2.412281094,3.729844313,3.214787297,3.252635514,2.08669342,2.835281969,2.534173152,3.24159989,3.317327764,5.13893751,3.54050673,2.958789728,3.996870052,3.74710559,4.31092294,2.043611168,2.197200633,3.455120814,3.241564368,2.296336053,3.895141454,1.969970978,3.069892252,5.473101831,1.955035772,3.484632831,2.10544484,2.644538098,2.788255812,2.582018202,2.966870925,3.585149045,2.666884161,2.958751605,4.992496881,3.218940607,3.236716804,3.402097592,7.757651619,3.815345349,1.520227612,2.509444813,2.742335549,2.204513055,2.41566141,3.581344763,2.850966636,3.203468909,2.398733761,2.987028571,3.546968365,2.881292008,3.692185315,2.900322273,2.532389223,3.062584902,2.599215293,3.220700383,2.895449954,2.153586607,2.727542465,2.142467279,1.800409461,3.03493437,2.01921112,4.037717708,2.033902496,2.391891346,4.342608471,1.731661909,2.741858319,2.318037498,2.269453178,4.008051252,2.37436362,2.484336974,1.857906062,4.432066397,3.091944266,3.018531291,3.310903082,3.397877594,2.396949398,2.709876176,2.47525766,3.363170174,4.730579334,2.371602941,3.721313427,3.241096484,2.915891314,2.549163621,1.974455941,2.606958453,4.552751389,4.252243017,3.371463291,2.057646611,2.853033066,1.249859612,2.684633022,2.781713505,1.98076587,6.054836549,3.253772208,5.260288492,29.48223342,2.600528191,2.761288439,2.927468358,2.562526565,3.20317498,3.138093798,4.994253042,DR_FLYBASE_FBte0000536_Dsim,ninja.,3.930099465,5.977927819,3.064197647,9.847377231,3.151630807,3.312113217,8.271983503,4.16114819,11.7878648,2.492872197,2.941531848,3.247284332,7.218930711,5.710582832,4.496598935,3.212184926,4.640206715,5.17961492,5.447283364,3.587869313,3.423246121,3.384160267,4.931214053,5.853222382,0.000566699,0.563367714,
DR_FLYBASE_FBte0000102_Dmau\mariner.,1.038659724,0.944642137,1.430305528,0.685016639,1.756533654,0.867882819,0.928302662,0.962195101,0.618623655,NA,2.193061878,3.01428998,0.877323832,0.491017635,NA,NA,1.303439438,1.575152186,3.011580898,1.467687631,1.263582273,0.008481397,NA,0.960191771,0.02285819,0.907680637,1.018675832,0.949235158,0.94966855,NA,1.235972024,0.023072094,2.240042559,1.511206535,2.510757537,2.056102321,0.296731827,0.46161852,1.335208229,1.442223115,1.859828959,1.530326885,2.19717086,2.677652859,0.927245041,1.228532863,3.163025476,0.027865328,0.790023206,1.987782274,1.88845074,1.990075203,1.779627528,1.52187057,1.138023528,2.410931958,3.046743609,2.245933675,3.87456928,1.462794517,0.024663901,0.949371679,0.017139604,1.135490047,1.392911809,0.372250559,1.457767471,0.865454601,2.793364175,0.909052698,2.142365925,2.27465082,0.072638342,1.609269114,0.995187786,0.008885967,0.777066533,0.252353903,0.717530394,2.043309196,0.749846653,1.730230518,0.007842466,0.990589745,0.62560554,1.948200114,3.068773202,1.138130919,0.998435417,0.056779673,0.971284577,0.865265474,1.778800268,1.32381362,0.948727223,0.62735743,1.022375808,0.815550758,0.020892753,2.502052322,1.957623161,2.022380892,1.175798338,0.988700535,1.304959906,0.019434804,0.338631711,1.261451861,0.038520608,0.870936148,1.007581337,0.01031537,0.013525822,1.008854548,NA,NA,1.714659996,0.006124586,3.268259731,1.602218987,4.304144959,0.018602344,0.999353651,1.064725877,1.143186843,0.445654108,1.828925666,1.863696058,0.854939808,0.023935042,2.051808933,0.955059821,0.01382027,1.57961985,0.832293743,0.892553438,0.628823096,1.887483666,0.00498583,1.415158255,0.889123433,1.510477283,0.95001343,0.982175858,2.066749736,1.587651061,0.948104269,1.898693868,2.321659566,0.568092156,1.000612374,1.139942759,1.086102528,3.313299694,0.097142667,1.278361997,0.031430037,0.899868174,NA,0.694976556,1.042003414,0.941807798,0.572968453,1.701405237,1.07672397,0.744814519,1.605830283,1.629695271,0.014470903,1.224358536,0.7202817,DR_FLYBASE_FBte0000102_Dmau,mariner.,1.946782952,2.006520003,2.759682823,1.310299909,1.743266272,1.048074017,1.613600462,0.875487008,1.049148621,NA,3.367779958,1.935588539,1.40664353,4.235882177,4.572826273,3.525551404,1.209699236,2.754756599,2.28687272,5.339350565,2.273627706,1.665058134,2.329833281,1.542445987,3.54305E-07,0.009933851,
DR_FLYBASE_FBte0000030_Dmel\R2-element.,50.08888862,32.14922472,55.93088344,39.67650967,36.27712855,39.87969476,41.97202015,41.7600278,41.10056062,45.66245885,34.86239821,18.69160328,47.73493121,49.87918434,50.38411355,29.49722945,36.10794064,39.32046567,39.81541375,40.82076467,23.6495943,33.28765107,48.18555805,37.74131608,56.3919684,50.77896793,34.75704594,40.36899161,28.2288374,36.15849245,45.99711553,34.39208443,42.34865481,36.41334627,39.42124751,40.25960658,44.90701187,38.91115445,34.08989396,45.85731711,53.24769778,39.73533667,35.66014659,54.40301556,41.50402833,53.6761491,40.23772816,46.23365968,33.98338395,39.07348228,35.44460107,32.9650947,35.32770952,51.68024896,48.53141178,34.4158205,37.88947166,33.47834251,39.49638503,46.14351604,33.62177742,27.11923227,34.08299874,47.71415946,43.92636058,33.489658,42.79353805,34.91456074,57.66983327,41.42297516,59.00350297,48.01217694,69.02836212,35.39907964,44.74736092,32.75182163,38.68049324,36.44685462,31.53375278,34.38952486,31.23875295,34.21452066,35.46351354,31.87558193,43.0578109,35.51835115,39.82714917,34.76316116,30.1064403,51.52642787,42.89416915,33.92496848,31.00465974,34.24556349,33.04793818,32.89768513,51.24100041,39.36023018,41.25223051,44.03364177,44.46304453,41.58009704,49.90126287,45.31708541,47.39951302,45.89814982,30.63780322,57.88568668,33.83501269,50.23307945,35.4311005,41.51875012,40.29213062,18.44936646,31.66791526,33.83768737,27.70692438,42.2822323,37.10626256,33.02489361,42.80897781,30.62367743,41.83675656,33.17127947,32.23800631,38.51442386,33.14363447,36.89764325,27.77767533,32.19884074,57.21229216,34.92191084,42.65674655,36.7203621,26.25382919,24.14008375,34.81368381,35.7065968,47.02393138,34.85818554,34.18480056,46.07486682,40.44287996,40.42409992,39.43341357,53.00965646,51.16964927,42.13895732,57.74811649,35.93973626,35.98197535,37.54968232,38.40472051,43.23728344,38.6709579,32.93695282,35.0499549,51.84525821,38.79758986,31.09280355,35.22909447,38.08845075,29.18571362,38.46325652,45.14494964,42.51170079,34.65735239,32.12317406,31.91280724,39.51812271,65.10616756,DR_FLYBASE_FBte0000030_Dmel,R2-element.,27.87366074,36.53890252,34.01210364,25.6523206,29.36199206,21.02678,30.45736093,20.3100341,24.29701993,28.64312292,28.26760288,25.26771929,23.96572606,21.74806721,40.13942366,29.77215279,32.51312828,41.84188222,41.7999088,29.61115161,52.89279363,15.03344516,30.04664995,74.20955205,6.84877E-07,0.624147915,
DR_FLYBASE_FBte0000103_Dmel\Doc2-element.,33.71498573,24.11679859,30.85722779,27.26141101,33.39001292,33.09950673,34.35200639,31.64878656,28.51365473,28.31166147,28.41384532,30.19583055,29.58909466,30.53203373,28.48137491,30.34335783,29.25564049,31.1427284,33.58573415,32.43366576,27.94499572,27.87685152,28.24372591,29.89623703,34.38804774,33.4045595,31.96635351,30.60986067,23.93463115,30.03858422,34.09818781,28.57273635,34.43969323,29.68759488,33.26586035,30.52751487,30.72149729,29.85998506,31.78656607,30.44824134,28.92282815,28.96352068,29.31170144,31.82376149,26.46943111,32.27170859,33.69940179,32.45373709,25.34161176,28.06228362,32.00400619,30.0234325,29.57834041,40.22566992,31.58355238,32.40384882,28.14363065,30.1379935,29.33811564,31.52978838,33.05486718,28.26788472,32.89455942,27.97766471,27.61708824,28.97583478,30.73371983,26.00377938,31.25100346,32.92105095,30.52231396,33.49733487,30.8395695,28.70370145,34.07716477,31.16629798,30.45541785,28.01945899,30.61338899,29.97500689,32.42495699,29.39267394,32.58688867,33.51339552,29.48892788,31.54274882,29.45418314,32.19970481,35.22342829,31.38914071,30.06770095,30.67919913,34.7484891,28.38896665,34.18191479,30.46600079,33.84796454,29.05726332,30.6588756,32.34814599,33.71526227,32.64714008,30.28783313,33.65187245,35.32184746,34.30901013,32.89815712,32.44726333,29.30425429,31.90816925,30.73649066,30.93736542,32.42614919,24.51962161,32.57456558,28.51665828,27.1274173,31.74115671,29.21173248,31.48604154,30.80895806,28.68367294,32.0324009,27.89470936,32.96258355,31.55214749,29.11913241,28.10447868,25.69819109,31.37512703,26.48828864,29.99325441,29.67568266,26.81949667,25.59683905,30.03880683,29.30167802,30.806738,29.82091804,29.75431126,29.94977739,33.58817014,30.01264344,31.86917391,31.9664873,29.97295456,28.66595874,30.82562109,26.7994463,30.30212339,28.92061514,23.8559312,32.13583672,27.5385271,28.89667557,29.47156532,26.30176294,26.8336871,34.43555568,28.16940681,30.31172627,28.44730322,30.44933107,25.45116191,34.97812182,26.80650781,31.00232951,28.54953302,31.82834864,30.43253746,6.527466595,DR_FLYBASE_FBte0000103_Dmel,Doc2-element.,27.03443807,32.47956555,31.00058219,28.94304457,27.66797805,29.50892052,29.79237729,29.50429205,26.12691245,23.14134277,29.04984811,25.68566696,27.03420073,25.14250352,28.09354839,29.68323996,27.88048314,33.02098438,33.20515896,32.93523837,23.13964843,28.35912292,28.56495897,8.460597383,0.001759352,0.367576551,
DR_FLYBASE_FBte0001140_Dmel\Doc3-element.,21.21437506,19.13648336,20.54338146,19.81374054,19.68979607,20.87618089,21.05494717,20.78321852,20.49087174,19.86534944,19.9091109,19.9095206,20.10433209,19.77550828,21.02855078,19.88768826,20.86685418,20.43171033,20.49052808,20.0852401,20.32822544,19.63616586,19.29237156,19.82504742,21.18978661,22.36574943,20.68780594,20.55847598,18.6611103,18.24731676,21.17558087,19.58149675,21.8294128,20.47148543,21.48497301,18.94174733,21.30772401,19.58210238,20.23223895,20.29003115,21.73705002,18.81796733,20.42575042,19.98364216,20.83210526,20.35599561,22.4344738,20.24199341,19.08805729,20.03218956,21.12586026,19.89239445,20.51120205,26.55449754,20.29045799,20.94171422,20.56639189,19.97277149,21.12330716,23.25281865,21.48191811,20.4327115,21.25195215,21.06885213,19.29268331,21.07094026,20.78041379,20.94072227,20.94730119,22.56456969,21.07211548,21.58273646,19.63494073,20.30715304,21.30564001,20.56398347,18.93775718,19.98420126,20.2103428,20.60121779,20.75964698,18.84792699,21.37747014,20.80200416,21.27087759,20.7617169,21.11077732,20.49128289,20.53320337,21.04822484,20.45217166,18.91726914,21.01829325,19.48108711,21.71003663,20.85554549,21.39645798,20.46446333,20.96214888,20.60495079,20.4089306,21.27740628,22.95888683,20.6451939,22.37524877,21.35275401,20.65008426,20.64665758,21.55540628,21.55284908,20.68192666,20.11841902,21.49471158,18.81767886,22.22744074,21.99635723,18.56860444,20.06855714,19.12303102,21.14926983,21.46488675,19.69573832,20.10322445,19.56109996,20.2109324,21.84131353,20.27226013,19.65866921,20.37174754,20.59070086,20.60257884,18.7704292,20.56737175,18.85443836,17.95790938,19.47452848,20.62884867,21.8751913,20.29597974,20.52876206,18.71969471,20.67679655,20.58079478,21.90834154,20.93359787,22.00513281,20.81744414,21.89803132,21.27117044,19.93493842,21.07116357,20.39554382,20.86834877,20.60479824,20.09531737,20.27496234,18.64535899,19.89881746,23.39702424,18.79962551,21.11474682,21.28944661,19.71640052,19.85054299,22.59644128,19.42292657,20.15768384,20.33762344,21.72495357,20.57235668,1.167177874,DR_FLYBASE_FBte0001140_Dmel,Doc3-element.,18.04697822,19.77621264,19.64727704,20.18069212,19.5629008,18.39388654,18.51649365,18.10665312,18.51935133,16.65854646,19.88262427,19.48524461,18.3972228,18.19200435,19.63359993,20.22382959,19.94376923,21.74330284,21.67302197,19.20452138,19.12855595,17.67818684,19.20885799,1.480499198,1.30096E-07,0.405992029,
